total_spend,num_ads,avg_spend_per_ad,ad_count,spender_size,Advertiser,CLASS,Code,2020 assignment / context,Advertiser_Name
38000.0,3,12667.0,3,Medium ($10k-$100k),LACEY M. HULL,Unmarked,OTHER_UNKNOWN,,LACEY M. HULL
38000.0,3,12667.0,3,Medium ($10k-$100k),A BRIGHTER HEALTHIER FUTURE FOR COLORADO'S KIDS,Unmarked,OTHER_UNKNOWN,,A BRIGHTER HEALTHIER FUTURE FOR COLORADO'S KIDS
37900.0,21,1805.0,21,Medium ($10k-$100k),1820 PAC,Unmarked,OTHER_UNKNOWN,,1820 PAC
37900.0,40,948.0,40,Medium ($10k-$100k),FRIENDS OF SARA RODRIGUEZ FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,FRIENDS OF SARA RODRIGUEZ FOR WISCONSIN
37800.0,11,3436.0,11,Medium ($10k-$100k),JON ROSENTHAL FOR TEXAS,Unmarked,OTHER_UNKNOWN,,JON ROSENTHAL FOR TEXAS
37700.0,29,1300.0,29,Medium ($10k-$100k),JOSH NEWMAN FOR SENATE 2020,Unmarked,OTHER_UNKNOWN,,JOSH NEWMAN FOR SENATE 2020
37500.0,18,2083.0,18,Medium ($10k-$100k),NANCY PELOSI FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,NANCY PELOSI FOR CONGRESS
37500.0,13,2885.0,13,Medium ($10k-$100k),PATIENTS FOR AFFORDABLE DRUGS ACTION,Unmarked,OTHER_UNKNOWN,,PATIENTS FOR AFFORDABLE DRUGS ACTION
37500.0,14,2679.0,14,Medium ($10k-$100k),NATIONAL CONFERENCE OF DEMOCRATIC MAYORS,Unmarked,OTHER_UNKNOWN,,NATIONAL CONFERENCE OF DEMOCRATIC MAYORS
37400.0,22,1700.0,22,Medium ($10k-$100k),LEACH FOR TEXAS,Unmarked,OTHER_UNKNOWN,,LEACH FOR TEXAS
37400.0,58,645.0,58,Medium ($10k-$100k),OREGONIANS FOR BALLOT ACCESS,Unmarked,OTHER_UNKNOWN,,OREGONIANS FOR BALLOT ACCESS
37200.0,12,3100.0,12,Medium ($10k-$100k),"BUILD BRIDGES, NOT WALLS OPPOSING REPUBLICAN KRISTIN GASPAR FOR SUPERVISOR 2020",Unmarked,OTHER_UNKNOWN,,"BUILD BRIDGES, NOT WALLS OPPOSING REPUBLICAN KRISTIN GASPAR FOR SUPERVISOR 2020"
37200.0,11,3382.0,11,Medium ($10k-$100k),FAIR SHOT TEXAS PAC,Unmarked,OTHER_UNKNOWN,,FAIR SHOT TEXAS PAC
37100.0,15,2473.0,15,Medium ($10k-$100k),CELINA FOR TEXAS,Unmarked,OTHER_UNKNOWN,,CELINA FOR TEXAS
36600.0,12,3050.0,12,Medium ($10k-$100k),MIKE CAUSEY CAMPAIGN,Unmarked,OTHER_UNKNOWN,,MIKE CAUSEY CAMPAIGN
36600.0,30,1220.0,30,Medium ($10k-$100k),NEW MAJORITY,Unmarked,OTHER_UNKNOWN,,NEW MAJORITY
36300.0,20,1815.0,20,Medium ($10k-$100k),Michigan House Democratic Fund,Unmarked,OTHER_UNKNOWN,,Michigan House Democratic Fund
36200.0,52,696.0,52,Medium ($10k-$100k),STATE GOVERNMENT LEADERSHIP FOUNDATION INC.,Unmarked,OTHER_UNKNOWN,,STATE GOVERNMENT LEADERSHIP FOUNDATION INC.
36100.0,8,4512.0,8,Medium ($10k-$100k),COMMONWEALTH VALUES PAC,Unmarked,OTHER_UNKNOWN,,COMMONWEALTH VALUES PAC
36000.0,7,5143.0,7,Medium ($10k-$100k),WISCONSIN REALTORS POLITICAL FUND,Unmarked,OTHER_UNKNOWN,,WISCONSIN REALTORS POLITICAL FUND
36000.0,5,7200.0,5,Medium ($10k-$100k),KATIE HILL FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KATIE HILL FOR CONGRESS
36000.0,51,706.0,51,Medium ($10k-$100k),C&I STUDIOS INC.,Unmarked,OTHER_UNKNOWN,,C&I STUDIOS INC.
36000.0,14,2571.0,14,Medium ($10k-$100k),KAYSER ENNEKING FOR HD21,Unmarked,OTHER_UNKNOWN,,KAYSER ENNEKING FOR HD21
35900.0,2,17950.0,2,Medium ($10k-$100k),IGN ENTERTAINMENT INC.,Unmarked,OTHER_UNKNOWN,,IGN ENTERTAINMENT INC.
35900.0,17,2112.0,17,Medium ($10k-$100k),ELIZABETH MARKOWITZ FOR TEXAS HOUSE DISTRICT 28,Unmarked,OTHER_UNKNOWN,,ELIZABETH MARKOWITZ FOR TEXAS HOUSE DISTRICT 28
35800.0,17,2106.0,17,Medium ($10k-$100k),"SAVE FLORIDA JOBS, INC.",Unmarked,OTHER_UNKNOWN,,"SAVE FLORIDA JOBS, INC."
35800.0,18,1989.0,18,Medium ($10k-$100k),SHOWTIME NETWORKS INC,Unmarked,OTHER_UNKNOWN,,SHOWTIME NETWORKS INC
35600.0,16,2225.0,16,Medium ($10k-$100k),"IVC MEDIA, LLC",Unmarked,OTHER_UNKNOWN,,"IVC MEDIA, LLC"
35500.0,44,807.0,44,Medium ($10k-$100k),MAXWELL RYMER,Unmarked,OTHER_UNKNOWN,,MAXWELL RYMER
35400.0,4,8850.0,4,Medium ($10k-$100k),BETTER FUTURE MICHIGAN,Unmarked,OTHER_UNKNOWN,,BETTER FUTURE MICHIGAN
35200.0,4,8800.0,4,Medium ($10k-$100k),AMERICANS FOR ALL,Unmarked,OTHER_UNKNOWN,,AMERICANS FOR ALL
35200.0,17,2071.0,17,Medium ($10k-$100k),AMMAR CAMPA-NAJJAR FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,AMMAR CAMPA-NAJJAR FOR CONGRESS
35200.0,4,8800.0,4,Medium ($10k-$100k),ELECT NICOLE QUICK FOR NC,Unmarked,OTHER_UNKNOWN,,ELECT NICOLE QUICK FOR NC
35100.0,23,1526.0,23,Medium ($10k-$100k),Wisconsin Alliance for Reform,Unmarked,OTHER_UNKNOWN,,Wisconsin Alliance for Reform
35100.0,14,2507.0,14,Medium ($10k-$100k),CHRISTY SMITH FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,CHRISTY SMITH FOR CONGRESS
35100.0,306,115.0,306,Medium ($10k-$100k),KINZLER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KINZLER FOR CONGRESS
35000.0,2,17500.0,2,Medium ($10k-$100k),PEOPLE FOR BETTER GOVERNMENT COMMITTEE OF THE SAN MANUEL BAND OF MISSION INDIANS,Unmarked,OTHER_UNKNOWN,,PEOPLE FOR BETTER GOVERNMENT COMMITTEE OF THE SAN MANUEL BAND OF MISSION INDIANS
35000.0,2,17500.0,2,Medium ($10k-$100k),IOWA FORWARD,Unmarked,OTHER_UNKNOWN,,IOWA FORWARD
35000.0,2,17500.0,2,Medium ($10k-$100k),SCHNEIDER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,SCHNEIDER FOR CONGRESS
34900.0,9,3878.0,9,Medium ($10k-$100k),DEMOCRATIC PARTY OF VIRGINIA,Unmarked,OTHER_UNKNOWN,,DEMOCRATIC PARTY OF VIRGINIA
34900.0,14,2493.0,14,Medium ($10k-$100k),RALPH NORMAN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,RALPH NORMAN FOR CONGRESS
34700.0,13,2669.0,13,Medium ($10k-$100k),KHAZEI FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KHAZEI FOR CONGRESS
34700.0,25,1388.0,25,Medium ($10k-$100k),CARUSO-CABRERA FOR NEW YORK,Unmarked,OTHER_UNKNOWN,,CARUSO-CABRERA FOR NEW YORK
34600.0,16,2162.0,16,Medium ($10k-$100k),COUNT MI VOTE D/B/A VOTERS NOT POLITICIANS,Unmarked,OTHER_UNKNOWN,,COUNT MI VOTE D/B/A VOTERS NOT POLITICIANS
34300.0,70,490.0,70,Medium ($10k-$100k),KRISTIN LYERLY FOR STATE ASSEMBLY,Unmarked,OTHER_UNKNOWN,,KRISTIN LYERLY FOR STATE ASSEMBLY
34300.0,7,4900.0,7,Medium ($10k-$100k),VIKKI 4 TX HOUSE,Unmarked,OTHER_UNKNOWN,,VIKKI 4 TX HOUSE
34100.0,12,2842.0,12,Medium ($10k-$100k),GARRET GRAVES FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,GARRET GRAVES FOR CONGRESS
34000.0,3,11333.0,3,Medium ($10k-$100k),KILBRIDE FOR SUPREME COURT JUDGE COMMITTEE,Unmarked,OTHER_UNKNOWN,,KILBRIDE FOR SUPREME COURT JUDGE COMMITTEE
34000.0,4,8500.0,4,Medium ($10k-$100k),NATIONAL ASSOCIATION OF HOME BUILDERS,Unmarked,OTHER_UNKNOWN,,NATIONAL ASSOCIATION OF HOME BUILDERS
33900.0,32,1059.0,32,Medium ($10k-$100k),ESTHER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,ESTHER FOR CONGRESS
33800.0,275,123.0,275,Medium ($10k-$100k),KEVIN COMBS,Unmarked,OTHER_UNKNOWN,,KEVIN COMBS
33700.0,197,171.0,197,Medium ($10k-$100k),POLITICAL GAMES INC.,Unmarked,OTHER_UNKNOWN,,POLITICAL GAMES INC.
33600.0,12,2800.0,12,Medium ($10k-$100k),Jim Jordan for Congress,Unmarked,OTHER_UNKNOWN,,Jim Jordan for Congress
33600.0,26,1292.0,26,Medium ($10k-$100k),JONES-SAWYER FOR ASSEMBLY 2020,Unmarked,OTHER_UNKNOWN,,JONES-SAWYER FOR ASSEMBLY 2020
33500.0,8,4188.0,8,Medium ($10k-$100k),JESSICA KING FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,JESSICA KING FOR WISCONSIN
33500.0,3,11167.0,3,Medium ($10k-$100k),JACEY R. JETTON,Unmarked,OTHER_UNKNOWN,,JACEY R. JETTON
33500.0,3,11167.0,3,Medium ($10k-$100k),CARRIE ISAAC,Unmarked,OTHER_UNKNOWN,,CARRIE ISAAC
33300.0,15,2220.0,15,Medium ($10k-$100k),FRIENDS FOR FOXX,Unmarked,OTHER_UNKNOWN,,FRIENDS FOR FOXX
33200.0,124,268.0,124,Medium ($10k-$100k),FAMILY FARMERS AGAINST PROP 15 - STOP HIGHER FOOD TAXES,Unmarked,OTHER_UNKNOWN,,FAMILY FARMERS AGAINST PROP 15 - STOP HIGHER FOOD TAXES
33100.0,16,2069.0,16,Medium ($10k-$100k),FRIENDS OF DEVLIN,Unmarked,OTHER_UNKNOWN,,FRIENDS OF DEVLIN
32900.0,55,598.0,55,Medium ($10k-$100k),FRIENDS OF SURAJ PATEL,Unmarked,OTHER_UNKNOWN,,FRIENDS OF SURAJ PATEL
32900.0,4,8225.0,4,Medium ($10k-$100k),MICHAEL SCHOFIELD,Unmarked,OTHER_UNKNOWN,,MICHAEL SCHOFIELD
32700.0,11,2973.0,11,Medium ($10k-$100k),Wilson for County Mayor,Unmarked,OTHER_UNKNOWN,,Wilson for County Mayor
32500.0,29,1121.0,29,Medium ($10k-$100k),CONSERVATION VOTERS OF MICHIGAN PAC,Unmarked,OTHER_UNKNOWN,,CONSERVATION VOTERS OF MICHIGAN PAC
32400.0,5,6480.0,5,Medium ($10k-$100k),ED GONZALEZ CAMPAIGN,Unmarked,OTHER_UNKNOWN,,ED GONZALEZ CAMPAIGN
32400.0,31,1045.0,31,Medium ($10k-$100k),PAUL4PA,Unmarked,OTHER_UNKNOWN,,PAUL4PA
32300.0,24,1346.0,24,Medium ($10k-$100k),DIRECT MAILERS GROUP LLC,Unmarked,OTHER_UNKNOWN,,DIRECT MAILERS GROUP LLC
32200.0,5,6440.0,5,Medium ($10k-$100k),KIM KLACIK FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KIM KLACIK FOR CONGRESS
32200.0,23,1400.0,23,Medium ($10k-$100k),LARSON FOR MKE,Unmarked,OTHER_UNKNOWN,,LARSON FOR MKE
32100.0,27,1189.0,27,Medium ($10k-$100k),LUISA M. DEL ROSAL ISAIS,Unmarked,OTHER_UNKNOWN,,LUISA M. DEL ROSAL ISAIS
32100.0,11,2918.0,11,Medium ($10k-$100k),HUDSON FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,HUDSON FOR CONGRESS
32000.0,8,4000.0,8,Medium ($10k-$100k),ENVIRONMENT AMERICA ACTION FUND,Unmarked,OTHER_UNKNOWN,,ENVIRONMENT AMERICA ACTION FUND
31900.0,127,251.0,127,Medium ($10k-$100k),THE FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY,Unmarked,OTHER_UNKNOWN,,THE FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY
31900.0,15,2127.0,15,Medium ($10k-$100k),"FUTURE45, INC.",Unmarked,OTHER_UNKNOWN,,"FUTURE45, INC."
31800.0,20,1590.0,20,Medium ($10k-$100k),YouGov Plc,Unmarked,OTHER_UNKNOWN,,YouGov Plc
31800.0,127,250.0,127,Medium ($10k-$100k),FRIENDS OF BETH MEYERS,Unmarked,OTHER_UNKNOWN,,FRIENDS OF BETH MEYERS
31800.0,8,3975.0,8,Medium ($10k-$100k),MOE DAVIS FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,MOE DAVIS FOR CONGRESS
31500.0,6,5250.0,6,Medium ($10k-$100k),CISNEROS FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,CISNEROS FOR CONGRESS
31500.0,5,6300.0,5,Medium ($10k-$100k),NRDC Action Votes,Unmarked,OTHER_UNKNOWN,,NRDC Action Votes
31400.0,20,1570.0,20,Medium ($10k-$100k),MI FAMILIA VOTA EDUCATION FUND,Unmarked,OTHER_UNKNOWN,,MI FAMILIA VOTA EDUCATION FUND
31200.0,16,1950.0,16,Medium ($10k-$100k),Prosperity Michigan Action Fund,Unmarked,OTHER_UNKNOWN,,Prosperity Michigan Action Fund
31100.0,41,759.0,41,Medium ($10k-$100k),HOUSE REPUBLICAN ORGANIZATION,Unmarked,OTHER_UNKNOWN,,HOUSE REPUBLICAN ORGANIZATION
31000.0,112,277.0,112,Medium ($10k-$100k),NATURE CONSERVANCY,Unmarked,OTHER_UNKNOWN,,NATURE CONSERVANCY
30900.0,18,1717.0,18,Medium ($10k-$100k),ROSS SPANO FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,ROSS SPANO FOR CONGRESS
30800.0,306,101.0,306,Medium ($10k-$100k),RYAN FOR ARIZONA,Unmarked,OTHER_UNKNOWN,,RYAN FOR ARIZONA
30800.0,16,1925.0,16,Medium ($10k-$100k),National Cable Satellite Corporation,Unmarked,OTHER_UNKNOWN,,National Cable Satellite Corporation
30700.0,84,365.0,84,Medium ($10k-$100k),HANSEN FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,HANSEN FOR WISCONSIN
30500.0,3,10167.0,3,Medium ($10k-$100k),COMMITTEE TO ELECT CHRISTY CLARK,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT CHRISTY CLARK
30500.0,65,469.0,65,Medium ($10k-$100k),FRIENDS OF NICK FREITAS INC,Unmarked,OTHER_UNKNOWN,,FRIENDS OF NICK FREITAS INC
30500.0,55,555.0,55,Medium ($10k-$100k),MARJAN PHILHOUR FOR SUPERVISOR 2020,Unmarked,OTHER_UNKNOWN,,MARJAN PHILHOUR FOR SUPERVISOR 2020
30300.0,21,1443.0,21,Medium ($10k-$100k),ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,Unmarked,OTHER_UNKNOWN,,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE
30200.0,2,15100.0,2,Medium ($10k-$100k),NEA ADVOCACY FUND,Unmarked,OTHER_UNKNOWN,,NEA ADVOCACY FUND
30000.0,52,577.0,52,Medium ($10k-$100k),"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, INC.",Unmarked,OTHER_UNKNOWN,,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, INC."
30000.0,1,30000.0,1,Medium ($10k-$100k),FRIENDS OF JAIME CASTLE,Unmarked,OTHER_UNKNOWN,,FRIENDS OF JAIME CASTLE
30000.0,2,15000.0,2,Medium ($10k-$100k),FORWARD MONTANA VOTER FUND,Unmarked,OTHER_UNKNOWN,,FORWARD MONTANA VOTER FUND
30000.0,10,3000.0,10,Medium ($10k-$100k),JASON FOR BEND,Unmarked,OTHER_UNKNOWN,,JASON FOR BEND
30000.0,1,30000.0,1,Medium ($10k-$100k),USAFACTS INSTITUTE,Unmarked,OTHER_UNKNOWN,,USAFACTS INSTITUTE
29800.0,35,851.0,35,Medium ($10k-$100k),BYRON DONALDS FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,BYRON DONALDS FOR CONGRESS
29600.0,15,1973.0,15,Medium ($10k-$100k),BARBARA BRY FOR SAN DIEGO MAYOR 2020,Unmarked,OTHER_UNKNOWN,,BARBARA BRY FOR SAN DIEGO MAYOR 2020
29600.0,6,4933.0,6,Medium ($10k-$100k),LORENZO FOR TEXAS,Unmarked,OTHER_UNKNOWN,,LORENZO FOR TEXAS
29600.0,25,1184.0,25,Medium ($10k-$100k),INDEPENDENT ALASKA,Unmarked,OTHER_UNKNOWN,,INDEPENDENT ALASKA
29500.0,290,102.0,290,Medium ($10k-$100k),THE HOMESLICE GROUP,Unmarked,OTHER_UNKNOWN,,THE HOMESLICE GROUP
29100.0,59,493.0,59,Medium ($10k-$100k),PETER MEIJER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,PETER MEIJER FOR CONGRESS
29000.0,17,1706.0,17,Medium ($10k-$100k),"AWARENESS ANALYTICS PARTNERS, LLC",Unmarked,OTHER_UNKNOWN,,"AWARENESS ANALYTICS PARTNERS, LLC"
29000.0,45,644.0,45,Medium ($10k-$100k),GARBARINO FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,GARBARINO FOR CONGRESS
28700.0,36,797.0,36,Medium ($10k-$100k),OPPORTUNITY ARIZONA,Unmarked,OTHER_UNKNOWN,,OPPORTUNITY ARIZONA
28600.0,64,447.0,64,Medium ($10k-$100k),ADAM SCHLEIFER FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,ADAM SCHLEIFER FOR CONGRESS
28500.0,187,152.0,187,Medium ($10k-$100k),JESS SCARANE FOR DELAWARE,Unmarked,OTHER_UNKNOWN,,JESS SCARANE FOR DELAWARE
28500.0,5,5700.0,5,Medium ($10k-$100k),"CHTFA, INC.",Unmarked,OTHER_UNKNOWN,,"CHTFA, INC."
28400.0,258,110.0,258,Medium ($10k-$100k),NATALIE TENNANT 2020,Unmarked,OTHER_UNKNOWN,,NATALIE TENNANT 2020
28300.0,26,1088.0,26,Medium ($10k-$100k),REPUBLICAN SENATE CAMPAIGN COMMITTEE,Unmarked,OTHER_UNKNOWN,,REPUBLICAN SENATE CAMPAIGN COMMITTEE
28300.0,10,2830.0,10,Medium ($10k-$100k),CONSERVATIVE TRIUMPH FUND,Unmarked,OTHER_UNKNOWN,,CONSERVATIVE TRIUMPH FUND
28300.0,15,1887.0,15,Medium ($10k-$100k),"NRDC ACTION FUND, INC",Unmarked,OTHER_UNKNOWN,,"NRDC ACTION FUND, INC"
28100.0,36,781.0,36,Medium ($10k-$100k),SCHIFF FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,SCHIFF FOR CONGRESS
28000.0,2,14000.0,2,Medium ($10k-$100k),BE CHANGE NOW,Unmarked,OTHER_UNKNOWN,,BE CHANGE NOW
28000.0,3,9333.0,3,Medium ($10k-$100k),CORNYN MAJORITY TEXAS,Unmarked,OTHER_UNKNOWN,,CORNYN MAJORITY TEXAS
27800.0,22,1264.0,22,Medium ($10k-$100k),BECKY GROSSMAN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,BECKY GROSSMAN FOR CONGRESS
27800.0,60,463.0,60,Medium ($10k-$100k),PROSPERITY MICHIGAN,Unmarked,OTHER_UNKNOWN,,PROSPERITY MICHIGAN
27800.0,171,163.0,171,Medium ($10k-$100k),BACKCOUNTRY HUNTERS & ANGLERS,Unmarked,OTHER_UNKNOWN,,BACKCOUNTRY HUNTERS & ANGLERS
27700.0,41,676.0,41,Medium ($10k-$100k),FRIENDS OF JERRY CIRINO,Unmarked,OTHER_UNKNOWN,,FRIENDS OF JERRY CIRINO
27600.0,10,2760.0,10,Medium ($10k-$100k),JON HOADLEY FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,JON HOADLEY FOR CONGRESS
27300.0,17,1606.0,17,Medium ($10k-$100k),LINDSEY CONSTANCE FOR KANSAS,Unmarked,OTHER_UNKNOWN,,LINDSEY CONSTANCE FOR KANSAS
27000.0,4,6750.0,4,Medium ($10k-$100k),JANET NGUYEN FOR ASSEMBLY 2020,Unmarked,OTHER_UNKNOWN,,JANET NGUYEN FOR ASSEMBLY 2020
27000.0,3,9000.0,3,Medium ($10k-$100k),REPUBLICAN STATE LEADERSHIP COMMITTEE,Unmarked,OTHER_UNKNOWN,,REPUBLICAN STATE LEADERSHIP COMMITTEE
27000.0,3,9000.0,3,Medium ($10k-$100k),HINCHEY FOR NY,Unmarked,OTHER_UNKNOWN,,HINCHEY FOR NY
27000.0,3,9000.0,3,Medium ($10k-$100k),PROGRESS IOWA,Unmarked,OTHER_UNKNOWN,,PROGRESS IOWA
26900.0,4,6725.0,4,Medium ($10k-$100k),QUINN NYSTROM FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,QUINN NYSTROM FOR CONGRESS
26800.0,208,129.0,208,Medium ($10k-$100k),MEMPHORA MARKETING LLC,Unmarked,OTHER_UNKNOWN,,MEMPHORA MARKETING LLC
26800.0,256,105.0,256,Medium ($10k-$100k),"DIRECTMAIL 2.0, LLC",Unmarked,OTHER_UNKNOWN,,"DIRECTMAIL 2.0, LLC"
26800.0,36,744.0,36,Medium ($10k-$100k),FRIENDS OF BRITTNEY RODAS,Unmarked,OTHER_UNKNOWN,,FRIENDS OF BRITTNEY RODAS
26800.0,19,1411.0,19,Medium ($10k-$100k),JIM BOYD CAMPAIGN,Unmarked,OTHER_UNKNOWN,,JIM BOYD CAMPAIGN
26600.0,30,887.0,30,Medium ($10k-$100k),"McCaul for Congress, Inc",Unmarked,OTHER_UNKNOWN,,"McCaul for Congress, Inc"
26500.0,7,3786.0,7,Medium ($10k-$100k),DONNA DEEGAN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,DONNA DEEGAN FOR CONGRESS
26500.0,9,2944.0,9,Medium ($10k-$100k),VOTEAMERICA INC,Unmarked,OTHER_UNKNOWN,,VOTEAMERICA INC
26500.0,4,6625.0,4,Medium ($10k-$100k),PROGRESS NORTH CAROLINA,Unmarked,OTHER_UNKNOWN,,PROGRESS NORTH CAROLINA
26400.0,6,4400.0,6,Medium ($10k-$100k),ENGEL FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,ENGEL FOR CONGRESS
26200.0,12,2183.0,12,Medium ($10k-$100k),TEXAS FEDERATION FOR CHILDREN PAC INC,Unmarked,OTHER_UNKNOWN,,TEXAS FEDERATION FOR CHILDREN PAC INC
26200.0,5,5240.0,5,Medium ($10k-$100k),DEBORAH ROSS FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,DEBORAH ROSS FOR CONGRESS
26100.0,55,475.0,55,Medium ($10k-$100k),COMMITTEE TO ELECT CHRISTINE MORSE FOR STATE HOUSE,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT CHRISTINE MORSE FOR STATE HOUSE
26000.0,2,13000.0,2,Medium ($10k-$100k),SIMA FOR TEXAS,Unmarked,OTHER_UNKNOWN,,SIMA FOR TEXAS
25900.0,32,809.0,32,Medium ($10k-$100k),TED HOWZE FOR CONGRESS 2020,Unmarked,OTHER_UNKNOWN,,TED HOWZE FOR CONGRESS 2020
25900.0,17,1524.0,17,Medium ($10k-$100k),NEW HAMPSHIRE DEMOCRATIC PARTY,Unmarked,OTHER_UNKNOWN,,NEW HAMPSHIRE DEMOCRATIC PARTY
25900.0,31,835.0,31,Medium ($10k-$100k),BEST DAYS LIE AHEAD COMMITTEE,Unmarked,OTHER_UNKNOWN,,BEST DAYS LIE AHEAD COMMITTEE
25800.0,82,315.0,82,Medium ($10k-$100k),MILROY FOR ASSEMBLY,Unmarked,OTHER_UNKNOWN,,MILROY FOR ASSEMBLY
25800.0,50,516.0,50,Medium ($10k-$100k),ACTION 4 LIBERTY,Unmarked,OTHER_UNKNOWN,,ACTION 4 LIBERTY
25700.0,8,3212.0,8,Medium ($10k-$100k),Mikie Sherrill For Congress,Unmarked,OTHER_UNKNOWN,,Mikie Sherrill For Congress
25700.0,7,3671.0,7,Medium ($10k-$100k),"PATAGONIA, INC.",Unmarked,OTHER_UNKNOWN,,"PATAGONIA, INC."
25600.0,10,2560.0,10,Medium ($10k-$100k),MARY BURRESS FOR STATE SENATE,Unmarked,OTHER_UNKNOWN,,MARY BURRESS FOR STATE SENATE
25500.0,6,4250.0,6,Medium ($10k-$100k),COMMITTEE TO ELECT JON CARPENTER,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT JON CARPENTER
25500.0,5,5100.0,5,Medium ($10k-$100k),COMMITTEE TO RE-ELECT CHIEF JUSTICE BRIDGET MARY MCCORMACK,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO RE-ELECT CHIEF JUSTICE BRIDGET MARY MCCORMACK
25500.0,4,6375.0,4,Medium ($10k-$100k),Alaskans for Better Elections,Unmarked,OTHER_UNKNOWN,,Alaskans for Better Elections
25500.0,10,2550.0,10,Medium ($10k-$100k),ELECT GARY SPILLANE,Unmarked,OTHER_UNKNOWN,,ELECT GARY SPILLANE
25400.0,8,3175.0,8,Medium ($10k-$100k),DOUG LAMALFA COMMITTEE,Unmarked,OTHER_UNKNOWN,,DOUG LAMALFA COMMITTEE
25400.0,12,2117.0,12,Medium ($10k-$100k),RUMBLEUP LLC,Unmarked,OTHER_UNKNOWN,,RUMBLEUP LLC
25300.0,5,5060.0,5,Medium ($10k-$100k),FRIENDS OF JAHANA HAYES,Unmarked,OTHER_UNKNOWN,,FRIENDS OF JAHANA HAYES
25300.0,243,104.0,243,Medium ($10k-$100k),PETER H DOUGHERTY,Unmarked,OTHER_UNKNOWN,,PETER H DOUGHERTY
25200.0,21,1200.0,21,Medium ($10k-$100k),"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC.",Unmarked,OTHER_UNKNOWN,,"PLANNED PARENTHOOD FEDERATION OF AMERICA, INC."
25200.0,33,764.0,33,Medium ($10k-$100k),UNITE AMERICA,Unmarked,OTHER_UNKNOWN,,UNITE AMERICA
25100.0,134,187.0,134,Medium ($10k-$100k),SOUTHERN ENVIRONMENTAL LAW CENTER,Unmarked,OTHER_UNKNOWN,,SOUTHERN ENVIRONMENTAL LAW CENTER
25100.0,3,8367.0,3,Medium ($10k-$100k),KANSAS DEMOCRATIC PARTY,Unmarked,OTHER_UNKNOWN,,KANSAS DEMOCRATIC PARTY
25000.0,76,329.0,76,Medium ($10k-$100k),"ADVANCE GEORGIA, INC.",Unmarked,OTHER_UNKNOWN,,"ADVANCE GEORGIA, INC."
25000.0,1,25000.0,1,Medium ($10k-$100k),PA DEPARTMENT OF STATE,Unmarked,OTHER_UNKNOWN,,PA DEPARTMENT OF STATE
25000.0,3,8333.0,3,Medium ($10k-$100k),BESKIN FOR JUSTICE INC,Unmarked,OTHER_UNKNOWN,,BESKIN FOR JUSTICE INC
25000.0,3,8333.0,3,Medium ($10k-$100k),THE REED COMMITTEE,Unmarked,OTHER_UNKNOWN,,THE REED COMMITTEE
25000.0,10,2500.0,10,Medium ($10k-$100k),Dow Jones & Company INC,Unmarked,OTHER_UNKNOWN,,Dow Jones & Company INC
24900.0,41,607.0,41,Medium ($10k-$100k),EDDIE SMITH CAMPAIGN TO ELECT,Unmarked,OTHER_UNKNOWN,,EDDIE SMITH CAMPAIGN TO ELECT
